product_id,product_kind,normalized_text,attr_mnn,attr_rx_otc,attr_brand,attr_combination_hint,mnn_enriched,rx_otc_enriched,combination_hint_enriched,mnn_source,rx_source,confidence_enriched,explanation_enriched,error_message,enrich_kind,enrich_skip_reason,enrich_status,prompt_version
21189,drug,ГИПОСАРТ А ТАБЛ. 5МГ+16МГ №30 | АКРИХИН ХФК АО | АКРИХИН ХФК АО,,rx,Гипосарт А,true,,unknown,,qwen_enrichment,qwen_enrichment,0.4,"Торговое название «Гипосарт А» указывает на комбинированный гипотензивный препарат, но конкретные действующие вещества (вероятно, лозартан и гидрохлоротиазид) в предоставленном тексте явно не указаны. Без прямого упоминания состава или явного указания статуса рецептурности в тексте, определить МНН и точный статус отпуска невозможно.",,drug,,enriched,prompt_enrichment_v1
21325,drug,"ГЕРБИОН ПЛЮЩ ТАБЛ. Д/РАССАС. 35МГ №16 | КРКА, Д.Д., НОВО МЕСТО АО | КРКА, Д.Д., НОВО МЕСТО АО",,безрецептурный,Гербион Плющ,монопрепарат,,otc,,qwen_enrichment,qwen_enrichment,0.85,"Товар является растительным отхаркивающим средством на основе плюща, что указывает на безрецептурный статус. Однако в предоставленном тексте не указано конкретное международное непатентованное наименование (МНН) действующего вещества, поэтому оно оставлено пустым.",,drug,,enriched,prompt_enrichment_v1
21349,drug,ГЕПАТОСАН КАПС. 200МГ №10 | МЕДМИНИПРОМ ЗАО | МЕДМИНИПРОМ ЗАО,,без рецепта,Гепатосан,,,unknown,,qwen_enrichment,qwen_enrichment,0.6,"Текст не содержит явного указания на международное непатентованное наименование (МНН), хотя препарат известен как гепатопротектор; статус рецептурности в предоставленном описании не подтвержден явно.",,drug,,enriched,prompt_enrichment_v1
21438,vitamin_or_baa,ГЕМАТОГЕН С КЛЮКВОЙ В ШОКОЛАДНОЙ ГЛАЗУРИ 10Г №5 | ФАРМЛЭНД БИО ООО | ФАРМЛЭНД БИО ООО,,,,монокомпонентный,,не применимо,unknown,qwen_enrichment,qwen_enrichment,0.4,"В названии продукта указаны клюква и шоколад, но ключевой нутриент (например, железо) явно не выделен в тексте как активное вещество. Хотя семантический анализ предполагает наличие железа, отсутствие его прямого указания в названии требует осторожности.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
21563,vitamin_or_baa,ГАСТРОСТАТ ТАБЛ. П/ПЛЕН/ОБ. 100МГ №180 АЛИУМ | АЛИУМ АО | АЛИУМ АО,,,Гастростат,,,не применимо,unknown,qwen_enrichment,qwen_enrichment,0.95,"В названии продукта и предоставленных атрибутах отсутствует явное указание на конкретное действующее вещество или витамин. Продукт классифицирован как парафармацевтик для поддержки ЖКТ, но его состав не определен в тексте.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
21570,vitamin_or_baa,"ГАСТРОБЕНЕ ПЛЮС ТАБЛ. ЖЕВАТ. ПО 2,5Г №6 | КЕНДИ ООД | КЕНДИ ООД",,,Гастробене Плюс,комбинированный (в названии «Плюс»),,не применимо,unknown,qwen_enrichment,qwen_enrichment,0.5,"В названии продукта и предоставленных атрибутах отсутствуют явные указания на конкретные действующие вещества или витамины. Хотя слово «Плюс» может подразумевать комбинированный состав, без информации о компонентах невозможно определить доминирующий нутриент или подтвердить многокомпонентность.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
21586,drug,ГАСИТ ТАБЛ. ЖЕВ. 680МГ+80МГ №32 | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,,otc,Гасит,комбинированный препарат,,otc,,qwen_enrichment,qwen_enrichment,0.85,"Товар является безрецептурным антацидным препаратом, что подтверждается формой выпуска и типичной классификацией подобных средств. Однако в предоставленных данных не указаны конкретные действующие вещества, поэтому МНН определить невозможно.",,drug,,enriched,prompt_enrichment_v1
21649,drug,ГАЛВУС МЕТ ТАБЛ. П/ПЛЕН/ОБ. 50МГ+1000МГ №30 | НОВАРТИС НЕВА ООО | НОВАРТИС НЕВА ООО,,рецептурный,Галвус Мет,комбинированный препарат,вильдаглиптин+метформин,rx,,qwen_enrichment,qwen_enrichment,0.95,"Препарат Галвус Мет является комбинированным средством для лечения сахарного диабета 2 типа, содержащим вилдаглиптин и метформин. Согласно базовым атрибутам и фармакологической практике, это рецептурный препарат.",,drug,,enriched,prompt_enrichment_v1
21938,drug,ВИУМКСИДИН Р-Р ДЛЯ В/ПОЛОСТН. ВВЕД. И НАРУЖ. ПРИМ. 10МГ/МЛ АМП. 10МЛ №10 | Армавирская биофабрика ФКП | Армавирская биофабрика ФКП,,рецептурный,ВИУМКСИДИН,монопрепарат,,unknown,,qwen_enrichment,qwen_enrichment,0.3,"Действующее вещество не указано в тексте и не может быть однозначно определено по названию «ВИУМКСИДИН», поэтому MNN оставлен равным null. Статус рецептурности (Rx/OTC) также неясен из предоставленных данных, несмотря на семантическую подсказку о принадлежности к антисептикам.",,drug,,enriched,prompt_enrichment_v1
21994,vitamin_or_baa,ВИТАУКТ УРОЛИТ Р-Р Д/ПРИЕМА ВНУТРЬ ФЛ. 350МЛ | ВИТАУКТ-ПРОМ ООО | ВИТАУКТ-ПРОМ ООО,,,Витаукт Уролит,,,не применимо,unknown,qwen_enrichment,qwen_enrichment,0.95,"В предоставленном тексте и базовых атрибутах не указано конкретное действующее вещество или состав продукта. Название «Уролит» указывает на терапевтическую направленность (урология), но не раскрывает нутриентный состав.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
22393,drug,ВИЛЬПРАФЕН СОЛЮТАБ ТАБЛ. ДИСПЕРГ. 1000МГ №10 | ФАМАР ЛИОН | ФАМАР ЛИОН,,rx,Вильпрафен Солютаб,,джозамицин,rx,,qwen_enrichment,qwen_enrichment,0.95,Препарат Вильпрафен Солютаб является торговым названием джозамицина (макролидный антибиотик). Антибиотики отпускаются строго по рецепту врача.,,drug,,enriched,prompt_enrichment_v1
22428,vitamin_or_baa,ВИЗЛЕЯ КАПС. 810МГ №30 | CURTIS HEALTH CAPS SP. Z.O. PL | CURTIS HEALTH CAPS SP. Z.O. PL,,,ВИЗЛЕЯ,,,не применимо,unknown,qwen_enrichment,qwen_enrichment,0.95,"В предоставленном тексте и базовых атрибутах отсутствует информация о конкретном действующем веществе или составе продукта. Без указания нутриента невозможно определить ни МНН, ни тип комбинации.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
22463,vitamin_or_baa,ВИЖУ ФОРТЕ BIOFORTE ЭКСТРАКТ ПЛОДОВ ЧЕРНИКИ С ЛЮТЕИНОМ КАПС. №30 | БАРНАУЛЬСКИЙ ЗАВОД МЕД.ПР-ТОВ | БАРНАУЛЬСКИЙ ЗАВОД МЕД.ПР-ТОВ,Комплекс,,BIOFORTE,комбинированный,Комплекс,не применимо,multicomponent,qwen_enrichment,qwen_enrichment,0.95,"Продукт содержит экстракт плодов черники и лютеин, что указывает на наличие нескольких активных компонентов без одного доминирующего нутриента из списка.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
22677,drug,ВЕЛФЕРРУМ Р-Р ДЛЯ В/В ВВЕД. 20МГ/МЛ АМП. 5МЛ №5 | ВЕЛФАРМ ООО | ВЕЛФАРМ ООО,,rx,Велферрум,монопрепарат,,unknown,,qwen_enrichment,qwen_enrichment,0.3,"Действующее вещество явно не указано в предоставленном тексте, хотя название и форма введения указывают на препарат железа для парентерального применения. Без явного указания состава или официального источника невозможно точно определить МНН и статус отпуска.",,drug,,enriched,prompt_enrichment_v1
22701,drug,ВЕЛДЕКСАЛ ТАБЛ. П/ПЛЕН/ОБ. 25МГ №10 | ВЕЛФАРМ ООО | ВЕЛФАРМ ООО,,,Велдексал,,,unknown,,qwen_enrichment,qwen_enrichment,0.5,"В предоставленном тексте отсутствует информация о действующем веществе и рецептурном статусе препарата. Хотя торговое название «Велдексал» может указывать на конкретное вещество, без явного указания в тексте или внешних данных определять MNN и статус нельзя.",,drug,,enriched,prompt_enrichment_v1
22703,drug,"ВЕЛГИЯ Р-Р П/К ВВЕД. 2,4МГ/ДОЗА ШПРИЦ-РУЧКА 3МЛ №1+ИГЛА №5 | МЕДСИНТЕЗ ЗАВОД/БИОХИМИК АО | МЕДСИНТЕЗ ЗАВОД/БИОХИМИК АО",,rx,Велгия,монопрепарат,,unknown,,qwen_enrichment,qwen_enrichment,0.5,"Текст содержит только торговое название «Велгия» без указания действующего вещества, поэтому определить МНН невозможно. Хотя шприц-ручки обычно являются рецептурными, без точного знания состава или официальной классификации данного бренда статус отпуска не может быть подтвержден с высокой уверенностью.",,drug,,enriched,prompt_enrichment_v1
22881,drug,"ВАЛОКОРДИН ТАБЛ. 7,544МГ+7,544МГ №20 | УСОЛЬЕ-СИБИРСКИЙ ХИМИКО-ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД АО | УСОЛЬЕ-СИБИРСКИЙ ХИМИКО-ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД АО",,otc,Валокордин,комбинированный препарат (2 компонента),,unknown,,qwen_enrichment,qwen_enrichment,0.6,"Текст не содержит явного указания на международное непатентованное наименование (МНН), хотя препарат известен как комбинированный седативный. Без прямого упоминания состава в тексте или внешних знаний о конкретных дозировках невозможно точно подтвердить МНН и статус рецептурности.",,drug,,enriched,prompt_enrichment_v1
22890,drug,ВАЛИДОЛ ТАБЛ. П/ЯЗЫЧН. 60МГ №16 ОБНОВЛЕНИЕ | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,,otc,ВАЛИДОЛ,,ментол,otc,,qwen_enrichment,qwen_enrichment,0.95,"Валидол является торговым названием препарата, действующим веществом которого является ментол (в форме изовалериановой кислоты). Препарат относится к седативным средствам и отпускается без рецепта.",,drug,,enriched,prompt_enrichment_v1
22891,drug,ВАЛИДОЛ ТАБЛ. П/ЯЗЫЧН. 60МГ №10 ЮЖФАРМ | ЮЖФАРМ ООО | ЮЖФАРМ ООО,,otc,Валидол,,валидол,otc,,qwen_enrichment,qwen_enrichment,1.0,Название препарата «Валидол» является международным непатентованным наименованием (МНН) действующего вещества. Валидол относится к безрецептурным лекарственным средствам.,,drug,,enriched,prompt_enrichment_v1
22968,drug,ВАЛЕМИДИН ПЛЮС СИРОП БЕЗ САХАРА ФЛ. 100МЛ | ФАРМАМЕД ООО | ФАРМАМЕД ООО,,otc,Валемидин Плюс,да,,otc,,qwen_enrichment,qwen_enrichment,0.6,"Точный состав препарата Валемидин Плюс в предоставленном тексте не указан, поэтому международное непатентованное наименование (МНН) определить невозможно. Однако препарат относится к седативным средствам и выпускается в форме сиропа без сахара, что характерно для безрецептурных препаратов.",,drug,,enriched,prompt_enrichment_v1
23061,vitamin_or_baa,БЭБИ ФОРМУЛА МИШКИ СПОКОЙСТВИЕ ПАСТИЛКИ ЖЕВ. N60 | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО | N60,,,Бэби Формула,,,не применимо,unknown,qwen_enrichment,qwen_enrichment,0.95,"В предоставленном тексте и базовых атрибутах не указаны конкретные действующие вещества или нутриенты, только указано назначение (успокоительное действие). Без явного перечня компонентов невозможно определить доминирующий ингредиент или подтвердить многокомпонентность.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
23099,drug,БУТАДИОН-АЛИУМ ТАБЛ. 150МГ №20 | АЛИУМ АО | АЛИУМ АО,,rx,Бутадион-Алиум,монопрепарат,фенилбутазон,rx,,qwen_enrichment,qwen_enrichment,0.95,Торговое название «Бутадион» является производным от международного непатентованного наименования фенилбутазон. Фенилбутазон относится к нестероидным противовоспалительным средствам и отпускается строго по рецепту.,,drug,,enriched,prompt_enrichment_v1
23155,vitamin_or_baa,"БРУСНИКИ ЛИСТЬЯ СЕРДЦЕ КОНТИНЕНТА Ф/П 1,5Г №20 ЗДОРОВЬЕ | ЗДОРОВЬЕ ФИРМА ООО | ЗДОРОВЬЕ ФИРМА ООО",,,Сердце Континента,,,не применимо,unknown,qwen_enrichment,qwen_enrichment,0.95,"Продукт представляет собой растительное сырье (листья брусники), а не выделенный нутриент или витамин из списка. Поскольку это монокомпонентный растительный экстракт, но ключевой ингредиент не относится к перечню витаминов и специфических нутриентов, mnn установлен в null.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
23183,vitamin_or_baa,"БРОНХОМИШКА ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ ПАК. 1,47Г №15 | МЕЛИГЕН ФП | МЕЛИГЕН ФП",,,Бронхомишка,,,не применимо,unknown,qwen_enrichment,qwen_enrichment,0.95,"В предоставленном тексте и базовых атрибутах не указано конкретное действующее вещество или состав продукта, поэтому определить ключевой нутриент невозможно. Продукт относится к парафармацевтикам с неизвестным компонентным составом.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
23276,vitamin_or_baa,БРЕЙНМАКС КАПС. 250МГ+250МГ №60 | Биохимик АО | Биохимик АО,,,БРЕЙНМАКС,комбинированный,,не применимо,unknown,qwen_enrichment,qwen_enrichment,0.5,"В предоставленном тексте не указаны конкретные действующие вещества или состав продукта, поэтому невозможно определить ключевой нутриент. Хотя продукт классифицируется как комплексный, отсутствие данных о компонентах требует установки значения unknown для комбинации.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
23368,vitamin_or_baa,БОРОВАЯ МАТКА ФОРТЕ ТАБЛ. №30 | ИНАТ-ФАРМА ООО | ИНАТ-ФАРМА ООО,,,Боровая матка Форте,монокомпонентный,,не применимо,unknown,qwen_enrichment,qwen_enrichment,0.6,"Продукт основан на растительном сырье (боровая матка), которое не входит в список конкретных нутриентов или витаминов для извлечения mnn. Хотя продукт является монокомпонентным по составу сырья, он не соответствует критериям для присвоения значения mnn.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
23381,vitamin_or_baa,БОРОВАЯ МАТКА БИОКОР НАПИТОК ЧАЙНЫЙ ТРАВЯНОЙ 25Г | Биокор ЗАО | Биокор ЗАО,,,Биокор,false,,не применимо,unknown,qwen_enrichment,qwen_enrichment,0.95,"Продукт представляет собой травяной чай на основе боровой матки (растительное сырье), а не конкретный выделенный нутриент или витамин из списка (например, Омега-3, Таурин). Поскольку это растительный комплекс без указания доминирующего изолированного вещества, определить mnn как конкретную молекулу невозможно.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
23510,vitamin_or_baa,БИФИСТИМ ФОРТЕ КАПС. №10 | В-МИН+ ООО | В-МИН+ ООО,,,Бифистим Форте,,,не применимо,unknown,qwen_enrichment,qwen_enrichment,0.2,"В названии и описании товара не указан конкретный нутриент или витамин, а состав продукта не раскрыт. Несмотря на то, что продукт относится к эубиотикам, это не является ключевым нутриентом из требуемого списка.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
23645,drug,БИСОМОР ТАБЛ. П/ПЛЕН/ОБ. 5МГ №30 | ЭДЖ ФАРМА ПРАЙВЕТ ЛИМИТЕД | ЭДЖ ФАРМА ПРАЙВЕТ ЛИМИТЕД,,rx,Бисомор,,бисопролол,rx,,qwen_enrichment,qwen_enrichment,0.95,"Торговое название «Бисомор» является производным от международного непатентованного наименования бисопролол, что подтверждается дозировкой и формой выпуска для лечения сердечно-сосудистых заболеваний. Препараты бета-адреноблокаторов в таких дозировках являются рецептурными.",,drug,,enriched,prompt_enrichment_v1
24070,drug,БЕТАДИН СУПП. ВАГ. 200МГ №7 | ЭГИС ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД ЗАО | ЭГИС ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД ЗАО,,otc,Бетадин,нет,повидон-йод,otc,,qwen_enrichment,qwen_enrichment,0.95,"Препарат Бетадин является известным торговым названием средства на основе повидон-йода. Согласно базовым атрибутам и общедоступной информации, препарат относится к безрецептурным антисептикам.",,drug,,enriched,prompt_enrichment_v1
24163,drug,"БЕРГОЛАК ТАБЛ. 0,5МГ №2 | ВЕРОФАРМ ООО | ВЕРОФАРМ ООО",,рецептурный,Берголак,,,unknown,,qwen_enrichment,qwen_enrichment,0.5,"Текст содержит только торговое название и дозировку, международное непатентованное наименование (МНН) явно не указано и не может быть однозначно определено без внешних знаний о составе препарата Берголак. Хотя в базовых атрибутах указан статус рецептурного, для строгого следования правилу не изобретать МНН и определять статус только по тексту, результат остается неопределенным.",,drug,,enriched,prompt_enrichment_v1
24340,drug,"БЕКЛАЗОН ЭКО АЭРОЗ. Д/ИНГ. ДОЗИР. 100МКГ/ДОЗА БАЛЛОН 200ДОЗ | НОРТОН (ВОТЕРФОРД) ЛТД, ВЫСТУПАЮЩИЙ ПОД ТОРГОВЫМ НАИМЕНОВАНИЕМ АЙВЭКС ФАРМАСЬЮТИКАЛС ИРЛАНДИЯ, ВЫСТУПАЮЩИЙ ПОД ТОРГОВЫМ НАИМЕНОВАНИЕМ ТЕВА ФАРМАСЬЮТИК | НОРТОН (ВОТЕРФОРД) ЛТД, ВЫСТУПАЮЩИЙ ПОД ТОРГОВЫМ НАИМЕНОВАНИЕМ АЙВЭКС ФАРМАСЬЮТИКАЛС ИРЛАНДИЯ, ВЫСТУПАЮЩИЙ ПОД ТОРГОВЫМ НАИМЕНОВАНИЕМ ТЕВА ФАРМАСЬЮТИК",,rx,Беклазон Эко,монопрепарат,беклометазон,rx,,qwen_enrichment,qwen_enrichment,0.95,Торговое название «Беклазон» является производным от международного непатентованного наименования беклометазон (глюкокортикостероид для ингаляций). Ингаляционные глюкокортикостероиды относятся к рецептурным препаратам.,,drug,,enriched,prompt_enrichment_v1
24594,vitamin_or_baa,БАБУШКИНО ЛУКОШКО ЧАЙ ДЛЯ КОРМЯЩИХ МАМ С АНИСОМ Ф/П 1Г №20 | ФАУСТОВО | ФАУСТОВО,,,Бабушкино лукошко,комбинированный,,не применимо,unknown,qwen_enrichment,qwen_enrichment,0.95,"Продукт представляет собой растительный чай с анисом, который не содержит указанных в списке ключевых витаминов или нутриентов (например, Омега-3, Коэнзим Q10). Поскольку состав является многокомпонентным травяным сбором и доминирующий отдельный нутриент не выделен, точное определение mnn невозможно.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
24824,drug,АФОБАЗОЛ РЕТАРД ТАБЛ. С МОДИФ. ВЫСВ. П/ПЛЕН/ОБ. 30МГ №20 ОТИСИФАРМ | ОТИСИФАРМ ПРО АО | ОТИСИФАРМ ПРО АО,,без рецепта,Афобазол Ретард,монопрепарат,фабомотизол,otc,,qwen_enrichment,qwen_enrichment,0.95,Торговое название «Афобазол» однозначно соответствует международному непатентованному наименованию (МНН) фабомотизол. Препарат относится к анксиолитикам и отпускается без рецепта.,,drug,,enriched,prompt_enrichment_v1
24830,drug,АФЛУБИН ТАБЛ. П/ЯЗЫЧН. ГОМЕОП. №12 | РИХАРД БИТТНЕР АГ | РИХАРД БИТТНЕР АГ,,otc,Афлубин,,,otc,,qwen_enrichment,qwen_enrichment,0.85,"Препарат «Афлубин» является гомеопатическим средством, состав которого не указан в тексте, поэтому MNN определить невозможно. Гомеопатические препараты обычно отпускаются без рецепта, что подтверждается атрибутом Sem.",,drug,,enriched,prompt_enrichment_v1
24893,drug,АТОРИКА ТАБС ТАБЛ. П/ПЛЕН/ОБ. 120МГ №7 | Канонфарма | Канонфарма,,otc,Аторика,,,unknown,,qwen_enrichment,qwen_enrichment,0.2,"Торговое название «Аторика» не позволяет однозначно определить международное непатентованное наименование (МНН), так как оно может соответствовать разным действующим веществам или быть новым брендом без явной привязки к МНН в тексте. Хотя товар отнесен к анальгетикам-антипиретикам, дозировка 120 мг и отсутствие прямого указания на вещество делают определение статуса рецептурности ненадежным.",,drug,,enriched,prompt_enrichment_v1
25286,vitamin_or_baa,АСКОРБИНКА ФАРМ-ТИГОДА ТАБЛ. ЖЕВАТ. СО ВКУСОМ КЛУБНИКИ №10 | ФАРМ-ТИГОДА ООО | ФАРМ-ТИГОДА ООО,Аскорбиновая кислота,,Аскорбинка,,Аскорбиновая кислота,не применимо,monocomponent,qwen_enrichment,qwen_enrichment,1.0,"Продукт содержит только аскорбиновую кислоту (витамин C) в качестве активного вещества, что подтверждается названием и описанием. Это монокомпонентное средство.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
25422,drug,АРТОКСАН ГЕЛЬ Д/НАРУЖ. ПРИМ. 1% ТУБА 45Г | УОРЛД МЕДИЦИН ИЛАЧ САН. ВЕ ТИДЖ. А.Ш. | УОРЛД МЕДИЦИН ИЛАЧ САН. ВЕ ТИДЖ. А.Ш.,,otc,Артоксан,,,unknown,,qwen_enrichment,qwen_enrichment,0.5,"Торговое название 'Артоксан' может соответствовать разным действующим веществам (например, диклофенак или другие НПВС), но в предоставленном тексте состав не указан, поэтому МНН определить невозможно. Статус отпуска (рецептурный или безрецептурный) для данного конкретного бренда и формы выпуска также не подтвержден текстом.",,drug,,enriched,prompt_enrichment_v1
25459,drug,АРОМАЗИН ТАБЛ. П/О 25МГ №30 | ПФАЙЗЕР ИТАЛИЯ С.Р.Л. | ПФАЙЗЕР ИТАЛИЯ С.Р.Л.,,рецептурный,Аромазин,монопрепарат,летрозол,rx,,qwen_enrichment,qwen_enrichment,0.95,"Препарат Аромазин является торговым названием лекарственного средства с международным непатентованным наименованием (МНН) летрозол. Согласно предоставленному описанию, это рецептурный гормональный противоопухолевый препарат.",,drug,,enriched,prompt_enrichment_v1
25630,vitamin_or_baa,АНТИГРИППИН-ЭКСПРЕСС ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ ЧЕРНАЯ СМОРОДИНА ПАК. №9 | ФАРМВИЛАР НПО/ ФАРМ. ФАБРИКА САНКТ-ПЕТЕРСБУРГА | ФАРМВИЛАР НПО/ ФАРМ. ФАБРИКА САНКТ-ПЕТЕРСБУРГА,,,Антигриппин-Экспресс,,,не применимо,unknown,qwen_enrichment,qwen_enrichment,0.95,"В названии продукта и описании не указано конкретное действующее вещество или витамин, только торговое название и вкусовая добавка (черная смородина). Согласно базовым атрибутам, в тексте отсутствуют данные о МНН и дозировке, поэтому определить ключевой нутриент невозможно.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
25642,drug,АНТИГРИППИН ТАБЛ. ШИПУЧ. 500МГ+10МГ+200МГ №10 АПЕЛЬСИН | НАТУР ПРОДУКТ ФАРМА СП.ЗО.О. | НАТУР ПРОДУКТ ФАРМА СП.ЗО.О.,,otc,Антигриппин,комбинированный препарат,,otc,,qwen_enrichment,qwen_enrichment,0.65,"Текст не содержит явного указания на международное непатентованное наименование (МНН) активных веществ, поэтому оно оставлено равным null. Препарат относится к безрецептурным средствам для симптоматического лечения ОРВИ.",,drug,,enriched,prompt_enrichment_v1
25644,drug,АНТИГРИППИН ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ 500МГ+10МГ+200МГ РОМАШКА ПАК. 5Г №10 | НАТУР ПРОДУКТ ФАРМА СП.ЗО.О. | НАТУР ПРОДУКТ ФАРМА СП.ЗО.О.,,безрецептурный,Антигриппин,комбинированный,,unknown,,qwen_enrichment,qwen_enrichment,0.4,"Товар назван «Антигриппин», но в тексте не указаны действующие вещества, а бренд может относиться к разным составам (например, парацетамол или растительные компоненты). Без явного указания состава и статуса рецептурности в предоставленных данных определить МНН и категорию отпуска невозможно.",,drug,,enriched,prompt_enrichment_v1
25702,drug,АНГИОРУС ТАБЛ. П/ПЛЕН/ОБ. 50МГ+450МГ №60 | СИНТЕЗ | СИНТЕЗ,,,Ангиорус,комбинированный,,unknown,,qwen_enrichment,qwen_enrichment,0.5,"Торговое название «Ангиорус» не позволяет однозначно определить международное непатентованное наименование (МНН) без доступа к базе данных состава, так как оно может соответствовать разным комбинациям веществ. Информация о рецептурном статусе в предоставленном тексте отсутствует.",,drug,,enriched,prompt_enrichment_v1
25783,drug,АНАЛЬГИН ТАБЛ. 500МГ №30 ФАРМСТАНДАРТ | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,,otc,Анальгин,,метамизол натрия,otc,,qwen_enrichment,qwen_enrichment,0.95,Торговое название «Анальгин» является устоявшимся синонимом международного непатентованного наименования метамизол натрия. Препарат относится к безрецептурным анальгетикам-антипиретикам.,,drug,,enriched,prompt_enrichment_v1
26071,drug,АМИНАЗИН ТАБЛ. П/ПЛЕН/ОБ. 25МГ №10 ВАЛЕНТА | ВАЛЕНТА ФАРМ АО | ВАЛЕНТА ФАРМ АО,,rx,Аминазин,монопрепарат,хлорпромазин,rx,,qwen_enrichment,qwen_enrichment,0.95,Торговое название Аминазин однозначно соответствует международному непатентованному наименованию хлорпромазин. Препарат относится к антипсихотическим средствам и отпускается строго по рецепту.,,drug,,enriched,prompt_enrichment_v1
26172,drug,"АЛЬФОСФАЛЬ ГЕЛЬ Д/ПРИЕМА ВНУТРЬ ПАКЕТ 2,08Г №6 | КАНОНФАРМА ПРОДАКШН ЗАО | КАНОНФАРМА ПРОДАКШН ЗАО",,otc,Альфосфаль,монопрепарат,,otc,,qwen_enrichment,qwen_enrichment,0.6,"Текст не содержит явного указания на международное непатентованное наименование (МНН), поэтому оно оставлено пустым. Препарат отпускается без рецепта, что подтверждается его классификацией как антацидного средства.",,drug,,enriched,prompt_enrichment_v1
26410,drug,АЛЛОХОЛ ТАБЛ. П/О №50 ВИФИТЕХ | ВИФИТЕХ | ВИФИТЕХ,,otc,Аллохол,true,аллохол,otc,,qwen_enrichment,qwen_enrichment,1.0,"Препарат «Аллохол» является комбинированным желчегонным средством, где действующим веществом (МНН) также называется аллохол. Согласно предоставленному описанию и стандартной практике, данный препарат отпускается без рецепта.",,drug,,enriched,prompt_enrichment_v1
26540,drug,АЛГЕЗИР УЛЬТРА ТАБЛ. П/ПЛЕН/ОБ. 275МГ №10 | ОБОЛЕНСКОЕ ФП АО | ОБОЛЕНСКОЕ ФП АО,,otc,Алгезир Ультра,false,,unknown,,qwen_enrichment,qwen_enrichment,0.4,"Торговое название «Алгезир Ультра» не содержит явных указаний на международное непатентованное наименование (МНН), поэтому определить действующее вещество невозможно. Хотя препарат относится к обезболивающим средствам, без точного состава нельзя однозначно подтвердить его статус как безрецептурного.",,drug,,enriched,prompt_enrichment_v1
26690,vitamin_or_baa,АКТИФРУТ ГЕМАТОГЕН ФОРТЕ ДЕТСКИЙ 40Г | МЯСНОЙ КРАЙ ООО | МЯСНОЙ КРАЙ ООО,,,Актифрут,,,не применимо,unknown,qwen_enrichment,qwen_enrichment,0.95,"В предоставленном тексте и описании не указаны конкретные действующие вещества или витамины, так как активный состав гематогена раскрыт не был. Без явного указания доминирующего нутриента невозможно определить МНН или тип комбинации.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
26747,drug,"АКРИДЕРМ ГК КРЕМ Д/НАРУЖ. ПРИМ. 0,05%+0,1%+1% ТУБА 30Г | АКРИХИН ХФК АО | АКРИХИН ХФК АО",,рецептурный,Акридерм ГК,комбинированный (3 компонента),бетаметазон+гентамицин+клотримазол,rx,,qwen_enrichment,qwen_enrichment,0.95,"Торговое наименование Акридерм ГК соответствует комбинации бетаметазона (глюкокортикостероид), гентамицина (антибиотик) и клотримазола (противогрибковое). Комбинация этих активных веществ является рецептурным препаратом.",,drug,,enriched,prompt_enrichment_v1
26877,drug,АКВАДЕТРИМ ТАБЛ. РАСТВОРИМ. 2000МЕ №60 | АКРИХИН ХФК АО | АКРИХИН ХФК АО,,безрецептурный,Аквадетрим,,холекальциферол,otc,,qwen_enrichment,qwen_enrichment,0.95,"Препарат Аквадетрим является известным торговым названием холекальциферола (витамина D3), что подтверждается дозировкой в МЕ и формой выпуска. Препарат относится к безрецептурным средствам.",,drug,,enriched,prompt_enrichment_v1
