product_id,normalized_text,final_candidate_mnn,pass_action,identity_gate_status,final_mnn_method,needs_human_review,needs_human_review_any,review_priority,final_age,final_age_method,final_age_stage,final_age_source,final_age_confidence,final_age_reason,sem_age,catalog_age,previous_enrichment_age,identity_enrichment_age,age_candidates_json,label_age,label_notes,m2_non_drug_gate,m2_final_proposed_product_kind,m2_final_override_status,manual_expected_age_hint,manual_expected_age_hint_strength,age_replay_current_value,age_replay_current_method,age_replay_current_stage,age_replay_current_source,age_replay_current_confidence,age_replay_value,age_replay_decision,age_replay_reason,age_replay_evidence_status,age_replay_identity_status,age_replay_conflict_status,age_replay_requires_review,age_replay_queue_action,age_replay_source,age_replay_policy_version
14758,"ЛОЗАРТАН Н ТАБЛ. П/ПЛЕН/ОБ. 12,5МГ+100МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО","Лозартан, Гидрохлоротиазид",new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,взрослые,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=взрослые, evidence present",взрослые,,,взрослые,"[{""value"": ""взрослые"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,взрослые,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,unknown,downgrade_unsupported_to_unknown,"current=взрослые via identity_enrichment lacks product-specific explicit Age evidence (evidence_status=product_specific_but_no_explicit_age, identity=C, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",product_specific_but_no_explicit_age,C,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
15062,ЛИЗИНОПРИЛ-ТЕВА ТАБЛ. 10МГ №30 Р-ФАРМ | Р-ФАРМ НОВОСЕЛКИ ООО | Р-ФАРМ НОВОСЕЛКИ ООО,Лизиноприл,skip_strong_input_mnn,resolved_input_explicit,input_explicit_mnn,FALSE,FALSE,low,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains Age=взрослые,взрослые,,,,"[{""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,unknown,downgrade_unsupported_to_unknown,"current=взрослые via sem_baseline lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
15150,ЛИДОКАИН БУФУС Р-Р Д/ИН. 100МГ/МЛ АМП. 2МЛ №10 ОБНОВЛЕНИЕ | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,Лидокаин,skip_strong_input_mnn,resolved_input_explicit,input_explicit_mnn,FALSE,TRUE,high,unknown,not_resolved,none,none,unknown,no accepted pipeline source contains Age; display value unknown,,,,,[],incorrect,возрастной сегмент - взрослый,not_m2,,,взрослые,explicit_label_note,unknown,not_resolved,none,none,unknown,unknown,retain_safe_unknown,current Age is unknown and no product-specific explicit Age evidence is stored. unknown is a valid safe outcome; not upgraded from labels or medical inference.,no_saved_evidence,unknown,unknown,true,require_product_specific_evidence,mnn_age_policy_replay_v1,age_contract_v1
16485,КРУШИНЫ КОРА Ф/П 2Г №20 ФИТО-БОТ | ФИТО-БОТ ФИРМА ООО | ФИТО-БОТ ФИРМА ООО,Крушины ольховидной кора,reuse_existing_enrichment,resolved_enrichment,enrichment,FALSE,FALSE,low,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=универсальный; weaker sources differ: sem_baseline=взрослые",взрослые,,универсальный,,"[{""value"": ""универсальный"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=универсальный identity=empty. No source winner. Display=conflict; current value not accepted.,conflict,unknown,baseline_vs_enrichment_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
16623,КОФЕИН-БЕНЗОАТ НАТРИЯ ТАБЛ. 100МГ №10 ТАТХИМФАРМПРЕПАРАТЫ | ТАТХИМФАРМПРЕПАРАТЫ АО | ТАТХИМФАРМПРЕПАРАТЫ АО,Кофеин,new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present; weaker sources differ: sem_baseline=взрослые",взрослые,,,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",incorrect,возрастной сегмент - взрослый,not_m2,,,взрослые,explicit_label_note,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=empty identity=универсальный. No source winner. Display=conflict; current value not accepted.,conflict,C,baseline_vs_enrichment_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
18125,КАНДЕСАРТАН ТАБЛ. 16МГ №28 БЕРЕЗОВСКИЙ ФЗ | БЕРЕЗОВСКИЙ ФЗ | БЕРЕЗОВСКИЙ ФЗ,Кандесартан,reuse_existing_enrichment,resolved_enrichment,enrichment,FALSE,FALSE,low,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=универсальный; weaker sources differ: sem_baseline=взрослые",взрослые,,универсальный,,"[{""value"": ""универсальный"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",incorrect,возрастной сегмент - взрослый,not_m2,,,взрослые,explicit_label_note,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=универсальный identity=empty. No source winner. Display=conflict; current value not accepted.,conflict,unknown,baseline_vs_enrichment_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
18179,КАЛЬЦИЯ ГЛЮКОНАТ ЭКО ТАБЛ. ПО 500МГ №10 | ЭКОТЕКС ООО | ЭКОТЕКС ООО,,new_enrichment,unresolved_catalog,unresolved_final,TRUE,TRUE,high,not_applicable,not_applicable,mnn_identity_enrichment,mnn_identity_enrichment_pass_searxng_raw,high,identity enrichment run 461: Category=BAS/Other; Age not applicable,,,универсальный,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""универсальный"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}]",,BAS,approved,bas,applied,,not_available,not_applicable,not_applicable,mnn_identity_enrichment,mnn_identity_enrichment_pass_searxng_raw,high,not_applicable,m2_not_applicable_candidate,approved M2 BAS/Other non-drug; Age not needed for drug routing; kind=bas; override_status=applied. Proposal-only; current Age and product_kind unchanged.,not_applicable,not_applicable,not_applicable,false,not_applicable_no_drug_age_review,m2_reviewed_policy_v1,age_contract_v1
18377,ЙОД Р-Р Д/НАРУЖ. ПРИМ. СПИРТ. 5% ФЛ. 25МЛ ГИППОКРАТ | ГИППОКРАТ | ГИППОКРАТ,Йод,reuse_existing_enrichment,resolved_enrichment,enrichment,FALSE,FALSE,low,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=универсальный",,,универсальный,,"[{""value"": ""универсальный"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}]",correct,препарат OTC,not_m2,,,,not_available,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,unknown,downgrade_unsupported_to_unknown,"current=универсальный via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
18830,ИЗЖОГАНЕТ АНТАЦИДНЫЙ КОМПЛЕКС СО ВКУСОМ МЯТЫ ТАБЛ. 600МГ №40 | ГРИН САЙД ООО | ГРИН САЙД ООО,,new_enrichment,unresolved_catalog,unresolved_final,TRUE,TRUE,high,not_applicable,not_applicable,mnn_identity_enrichment,mnn_identity_enrichment_pass_searxng_raw,high,identity enrichment run 461: Category=BAS/Other; Age not applicable,взрослые,,взрослые,взрослые,"[{""value"": ""взрослые"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",,BAS,approved,bas,applied,,not_available,not_applicable,not_applicable,mnn_identity_enrichment,mnn_identity_enrichment_pass_searxng_raw,high,not_applicable,m2_not_applicable_candidate,approved M2 BAS/Other non-drug; Age not needed for drug routing; kind=bas; override_status=applied. Proposal-only; current Age and product_kind unchanged.,not_applicable,not_applicable,not_applicable,false,not_applicable_no_drug_age_review,m2_reviewed_policy_v1,age_contract_v1
19198,ЗВЕРОБОЯ ТРАВА 50Г ФИТОФАРМ | ФИТОФАРМ ООО | ФИТОФАРМ ООО,,new_enrichment,unresolved_catalog,unresolved_final,TRUE,TRUE,high,unknown,not_resolved,none,none,unknown,no accepted pipeline source contains Age; display value unknown,,,универсальный,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""универсальный"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}]",incorrect,"Drug (Трава зверобоя), ОТС, Взрослый",not_m2,,,взрослые,explicit_label_note,unknown,not_resolved,none,none,unknown,unknown,retain_safe_unknown,current Age is unknown and no product-specific explicit Age evidence is stored. unknown is a valid safe outcome; not upgraded from labels or medical inference.,product_specific_but_no_explicit_age,B,no_conflict,true,require_product_specific_evidence,mnn_age_policy_replay_v1,age_contract_v1
19370,ДЮСПАТАЛИН ТАБЛ. П/О 135МГ №15 ВЕРОФАРМ | ВЕРОФАРМ АО | ВЕРОФАРМ АО,Мебеверин,new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,взрослые,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=взрослые, evidence present",взрослые,,,взрослые,"[{""value"": ""взрослые"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,препарат OTC,not_m2,,,,not_available,взрослые,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,unknown,downgrade_unsupported_to_unknown,"current=взрослые via identity_enrichment lacks product-specific explicit Age evidence (evidence_status=product_specific_but_no_explicit_age, identity=C, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",product_specific_but_no_explicit_age,C,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
20122,ДИОСМИН ТАБЛ. П/ПЛЕН/ОБ. 600МГ №60 ОЗОН | ОЗОН ООО | ОЗОН ООО,Диосмин,skip_strong_input_mnn,resolved_input_explicit,input_explicit_mnn,FALSE,FALSE,low,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains Age=взрослые,взрослые,,,,"[{""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",incorrect,возрастной сегмент - универсальный,not_m2,,,универсальный,explicit_label_note,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,unknown,downgrade_unsupported_to_unknown,"current=взрослые via sem_baseline lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
20614,"ДЕКСАМЕТАЗОН-КРКА ТАБЛ. 4МГ №20 | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО",Дексаметазон,skip_strong_input_mnn,resolved_input_explicit,input_explicit_mnn,FALSE,TRUE,high,unknown,not_resolved,none,none,unknown,no accepted pipeline source contains Age; display value unknown,,,,,[],incorrect,возрастной сегмент - универсальный,not_m2,,,универсальный,explicit_label_note,unknown,not_resolved,none,none,unknown,unknown,retain_safe_unknown,current Age is unknown and no product-specific explicit Age evidence is stored. unknown is a valid safe outcome; not upgraded from labels or medical inference.,no_saved_evidence,unknown,unknown,true,require_product_specific_evidence,mnn_age_policy_replay_v1,age_contract_v1
20628,ДЕКСА-ГЕНТАМИЦИН КАПЛИ ГЛАЗН. ФЛ-КАП. 5МЛ | УРСАФАРМ АРЦНАЙМИТТЕЛЬ ГМБХ | УРСАФАРМ АРЦНАЙМИТТЕЛЬ ГМБХ,"Дексаметазон, Гентамицин",new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,взрослые,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=взрослые, evidence present",,,,взрослые,"[{""value"": ""взрослые"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}]",correct,,not_m2,,,,not_available,взрослые,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,unknown,downgrade_unsupported_to_unknown,"current=взрослые via identity_enrichment lacks product-specific explicit Age evidence (evidence_status=product_specific_but_no_explicit_age, identity=C, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",product_specific_but_no_explicit_age,C,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
21010,ГЛИЦИН ФОРТЕ ТАБЛ. ЗАЩЕЧН. И П/ЯЗЫЧН. 250МГ №20 ОЗОН | ОЗОН ООО | ОЗОН ООО,Глицин,skip_strong_input_mnn,resolved_input_explicit,input_explicit_mnn,FALSE,TRUE,high,unknown,not_resolved,none,none,unknown,no accepted pipeline source contains Age; display value unknown,,,,,[],incorrect,возрастной сегмент - универсальный,not_m2,,,универсальный,explicit_label_note,unknown,not_resolved,none,none,unknown,unknown,retain_safe_unknown,current Age is unknown and no product-specific explicit Age evidence is stored. unknown is a valid safe outcome; not upgraded from labels or medical inference.,no_saved_evidence,unknown,unknown,true,require_product_specific_evidence,mnn_age_policy_replay_v1,age_contract_v1
21019,ГЛИЦИН ТАБЛ. П/ЯЗЫЧН. 100МГ №50 ОЗОН | ОЗОН ООО | ОЗОН ООО,Глицин,reuse_existing_enrichment,resolved_enrichment,input_plus_enrichment,FALSE,FALSE,low,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=универсальный",универсальный,,универсальный,,"[{""value"": ""универсальный"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""универсальный"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,unknown,downgrade_unsupported_to_unknown,"current=универсальный via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
21137,ГЛИБЕНКЛАМИД ТАБЛ. 5МГ №120 ОЗОН ФАРМ | ОЗОН ФАРМ ООО | ОЗОН ФАРМ ООО,Глибенкламид,reuse_existing_enrichment,resolved_enrichment,enrichment,FALSE,FALSE,low,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=универсальный; weaker sources differ: sem_baseline=взрослые",взрослые,,универсальный,,"[{""value"": ""универсальный"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=универсальный identity=empty. No source winner. Display=conflict; current value not accepted.,conflict,unknown,baseline_vs_enrichment_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
21387,ГЕПАВИЗИМ ФОСФОЛИПИДЫ+L-ОРИНИТИН+КУРКУМИН КАПС. ПО 495МГ №30 | ВТФ ООО | ВТФ ООО,,new_enrichment,unresolved_catalog,unresolved_final,TRUE,TRUE,high,not_applicable,not_applicable,mnn_identity_enrichment,mnn_identity_enrichment_pass_searxng_raw,high,identity enrichment run 461: Category=BAS/Other; Age not applicable,взрослые,,универсальный,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""универсальный"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",,BAS,approved,bas,applied,,not_available,not_applicable,not_applicable,mnn_identity_enrichment,mnn_identity_enrichment_pass_searxng_raw,high,not_applicable,m2_not_applicable_candidate,approved M2 BAS/Other non-drug; Age not needed for drug routing; kind=bas; override_status=applied. Proposal-only; current Age and product_kind unchanged.,not_applicable,not_applicable,not_applicable,false,not_applicable_no_drug_age_review,m2_reviewed_policy_v1,age_contract_v1
22468,"ВИДОРА МИКРО ТАБЛ. П/ПЛЕН/ОБ. 3МГ+0,02МГ №21+7 | ЛАБОРАТОРИОС ЛЕОН ФАРМА С.А. | ЛАБОРАТОРИОС ЛЕОН ФАРМА С.А.","Дроспиренон, Этинилэстрадиол",new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,взрослые,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=взрослые, evidence present",взрослые,,,взрослые,"[{""value"": ""взрослые"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,взрослые,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,unknown,downgrade_unsupported_to_unknown,"current=взрослые via identity_enrichment lacks product-specific explicit Age evidence (evidence_status=product_specific_but_no_explicit_age, identity=C, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",product_specific_but_no_explicit_age,C,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
22548,ВЕЧЕРНЕЕ ВАЛЕРИАНА+МЯТА+МЕЛИССА ДРАЖЕ №50 ПАРАФАРМ | ПАРАФАРМ ООО | ПАРАФАРМ ООО,,new_enrichment,unresolved_catalog,unresolved_final,TRUE,TRUE,high,not_applicable,not_applicable,mnn_identity_enrichment,mnn_identity_enrichment_pass_searxng_raw,high,identity enrichment run 461: Category=BAS/Other; Age not applicable,взрослые,,взрослые,взрослые,"[{""value"": ""взрослые"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",,BAS,approved,bas,applied,,not_available,not_applicable,not_applicable,mnn_identity_enrichment,mnn_identity_enrichment_pass_searxng_raw,high,not_applicable,m2_not_applicable_candidate,approved M2 BAS/Other non-drug; Age not needed for drug routing; kind=bas; override_status=applied. Proposal-only; current Age and product_kind unchanged.,not_applicable,not_applicable,not_applicable,false,not_applicable_no_drug_age_review,m2_reviewed_policy_v1,age_contract_v1
23695,БИОРИТМ АНТИСТРЕСС 24 ДЕНЬ/НОЧЬ ТАБЛ. П/О №32 | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО,,new_enrichment,unresolved_catalog,unresolved_final,TRUE,TRUE,high,not_applicable,not_applicable,mnn_identity_enrichment,mnn_identity_enrichment_pass_searxng_raw,high,identity enrichment run 461: Category=BAS/Other; Age not applicable,взрослые,,взрослые,взрослые,"[{""value"": ""взрослые"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",,BAS,approved,bas,applied,,not_available,not_applicable,not_applicable,mnn_identity_enrichment,mnn_identity_enrichment_pass_searxng_raw,high,not_applicable,m2_not_applicable_candidate,approved M2 BAS/Other non-drug; Age not needed for drug routing; kind=bas; override_status=applied. Proposal-only; current Age and product_kind unchanged.,not_applicable,not_applicable,not_applicable,false,not_applicable_no_drug_age_review,m2_reviewed_policy_v1,age_contract_v1
24095,БЕТАГИСТИН ТАБЛ. 16МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО,Бетагистин,reuse_existing_enrichment,resolved_enrichment,enrichment,FALSE,FALSE,low,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=взрослые",взрослые,,взрослые,,"[{""value"": ""взрослые"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,unknown,downgrade_unsupported_to_unknown,"current=взрослые via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
24098,БЕТАГИСТИН СОЛОФАРМ ТАБЛ. 16МГ №30 | ГРОТЕКС ООО | ГРОТЕКС ООО,Бетагистин,reuse_existing_enrichment,resolved_enrichment,enrichment,FALSE,FALSE,low,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=взрослые",взрослые,,взрослые,,"[{""value"": ""взрослые"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,unknown,downgrade_unsupported_to_unknown,"current=взрослые via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
