product_id,run_id,normalized_text,product_kind,medical_device_profile,semantic_confidence,semantic_explanation,semantic_validation_passed,semantic_reject_reason,decision_status,next_action,selected_category_id,stage,log_status,attr_administration_route_raw,attr_dosage_form_raw,attr_age_segment_raw,attr_mnn,label_mnn,attr_brand,label_brand,attr_rx_otc,label_rx_otc,attr_nosology,label_nosology,attr_administration_route,label_administration_route,attr_dosage_form,label_dosage_form,attr_dosage,label_dosage,attr_age_segment,label_age_segment,attr_package_hint,label_package_hint,attr_combination_hint,label_combination_hint
20509,444,ДЕПЕНД БЕЛЬЕ ВПИТЫВАЮЩЕЕ ДЛЯ ЖЕНЩИН Р.L/XL №9 | КИМБЕРЛИ КЛАРК | КИМБЕРЛИ КЛАРК,medical_device,hygiene_like,0.9,"Товар относится к медицинским изделиям (гигиенический тип). Для данного типа изделий применимы только бренд, возрастной сегмент и упаковка, остальные фармацевтические атрибуты не применимы.",True,,pending_fallback,direction_select,,semantic_primary,success,,,взрослые,,,Кимберли-Кларк,,,,,,не применимо,,не применимо,,,,взрослые,,9 штук,,,
20518,444,ДЕПАКИН ХРОНОСФЕРА ГРАН. ПРОЛОНГ. 100МГ ПАК. №30 | САНОФИ ВИНТРОП ИНДУСТРИЯ | САНОФИ ВИНТРОП ИНДУСТРИЯ,drug,,0.9,"Препарат относится к группе лекарственных средств (drug), содержит вальпроевую кислоту. На основе названия и формы выпуска определены основные фармацевтические атрибуты.",True,,pending_fallback,direction_select,,semantic_primary,success,peroral,гранулы пролонгированного действия,взрослые,Вальпроевая кислота,,Депакин Хроносфера,,rx,,Эпилепсия,,,,гранулы,,100 мг,,взрослые,,пакет №30,,,
20535,444,ДЕНТАМЕТ ГЕЛЬ СТОМАТОЛОГИЧЕСКИЙ ТУБА 25Г | АЛТАЙВИТАМИНЫ ЗАО | АЛТАЙВИТАМИНЫ ЗАО,vitamin_or_baa,,0.7,"Товар относится к категории витаминов/БАД, но название и форма указывают на стоматологический гель. Из-за отсутствия явных данных о составе и назначении, большинство фармацевтических атрибутов не определены.",True,,pending_fallback,direction_select,,semantic_primary,success,местно,гель стоматологический,,,,ДЕНТАМЕТ,,,,,,,,гель,,,,универсальный,,туба 25 г,,,
20606,444,ДЕКСАМЕТАЗОН Р-Р Д/ИН. 4МГ/МЛ АМП. 1МЛ №10 ЭСКОМ | ЭСКОМ НПК | ЭСКОМ НПК,drug,,0.9,"Товар является лекарственным препаратом (drug) с действующим веществом дексаметазон, что подтверждается названием и формой выпуска. Атрибуты mnn, brand, rx_otc, nosology, administration_route, dosage_form, dosage, package_hint заполнены на основе явных данных из текста. Возрастной сегмент и комбинированный характер не указаны, поэтому эти поля оставлены пустыми.",True,,pending_fallback,direction_select,,semantic_primary,success,инъекционно,раствор для инъекций,,Дексаметазон,,Эском,,rx,,Глюкокортикостероиды системные,,инъекционное,,раствор,,4 мг/мл,,,,ампулы 1 мл №10,,,
20614,445,"ДЕКСАМЕТАЗОН-КРКА ТАБЛ. 4МГ №20 | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО",drug,,0.95,"Товар является лекарственным препаратом (drug) с действующим веществом дексаметазон. На основе названия и формы выпуска определены основные фармацевтические атрибуты, возрастной сегмент не указан.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,таблетки,,Дексаметазон,,Дексаметазон-КРКА,,rx,,Глюкокортикостероиды системные пероральные,,перорально,,таблетки,,4 мг,,,,20 таблеток,,,
20628,445,ДЕКСА-ГЕНТАМИЦИН КАПЛИ ГЛАЗН. ФЛ-КАП. 5МЛ | УРСАФАРМ АРЦНАЙМИТТЕЛЬ ГМБХ | УРСАФАРМ АРЦНАЙМИТТЕЛЬ ГМБХ,drug,,0.85,"Препарат относится к лекарственным средствам (drug), комбинированный антибактериальный и противовоспалительный препарат для местного применения в офтальмологии. Дозировка не указана в названии, возрастной сегмент не определен.",True,,pending_fallback,direction_select,,semantic_primary,success,местно,капли глазные,,Дексаметазон + Гентамицин,,Декса-Гентамицин,,rx,,Инфекции глаз смешанные,,офтальмологический,,капли,,,,,,флакон-капельница 5 мл,,комбинированный препарат (антибиотик + глюкокортикостероид),
20704,445,ДАВ (DOVE) ШАМПУНЬ MEN+CARE УКРЕПЛЯЮЩИЙ СВЕЖЕСТЬ МЕНТОЛА 250МЛ | Юнилевер | Юнилевер,cosmetic_hygiene,,0.9,"Товар относится к категории косметика и гигиена (шампунь). Для данного типа продукта применимы только бренд, возрастной сегмент и упаковка, остальные фармацевтические атрибуты не применимы.",True,,pending_fallback,direction_select,,semantic_primary,success,,,adult,,,Dove,,,,,,не применимо,,не применимо,,,,взрослые,,250 мл,,,
20726,445,ДАБИКСОМ КАПС. 150МГ №60 | КРКА-РУС ООО | КРКА-РУС ООО,drug,,0.9,"Товар является лекарственным препаратом (drug) с полным набором применимых атрибутов. На основе текста определены МНН, бренд, рецептурный статус, показание, путь введения, лекарственная форма, дозировка и возрастной сегмент.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,капсулы,взрослые,дабигатрана этексилат,,Дабиксом,,rx,,профилактика инсульта и системной эмболии,,перорально,,капсулы,,150 мг,,взрослые,,60 капсул,,,
20781,445,ГРОПРИНОСИН ТАБЛ. 500МГ №30 | ГЕДЕОН РИХТЕР ПОЛЬША ООО/ГЕДЕОН РИХТЕР-РУС АО | ГЕДЕОН РИХТЕР ПОЛЬША ООО/ГЕДЕОН РИХТЕР-РУС АО,drug,,0.9,"Товар является лекарственным препаратом (drug) с явным указанием МНН, бренда, формы выпуска и дозировки. Все атрибуты применимы согласно профилю.",True,,pending_fallback,direction_select,,semantic_primary,success,peroral,таблетки,взрослые,Инозин пранобекс,,Гроприносин,,rx,,простуда и ОРВИ,,,,таблетки,,500 мг,,взрослые,,30 таблеток,,,
20856,445,ГОРЧИЧНИК-ПАКЕТ ЭКОНОМ №20 РУДАЗ | РУДАЗ ПКФ | РУДАЗ ПКФ,medical_device,clinical_like,0.7,"Товар относится к медицинским изделиям (клинический тип), поэтому MNN, рецептурность, нозология и комбинированный признак неприменимы. Указаны бренд, форма выпуска и упаковка.",True,,pending_fallback,direction_select,,semantic_primary,success,наружно,горчичник-пакет,,,,РУДАЗ,,,,,,наружно,,,,,,,,№20,,,
20890,445,ГОПАНТОМИД ТАБЛ. 250МГ №50 | УСОЛЬЕ-СИБИРСКИЙ ХИМИКО-ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД АО | УСОЛЬЕ-СИБИРСКИЙ ХИМИКО-ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД АО,drug,,0.85,"Товар является лекарственным препаратом (drug) с активным веществом гопантеновая кислота, применяемым при когнитивных нарушениях. Атрибуты извлечены из названия и стандартных характеристик препарата.",True,,pending_fallback,direction_select,,semantic_primary,success,per os,таблетки,взрослые,Гопантеновая кислота,,Гопантомид,,rx,,Ноотропные средства,,перорально,,таблетки,,250 мг,,взрослые,,50 таблеток,,,
20982,445,"ГЛЮКОВАНС ТАБЛ. П/ПЛЕН/ОБ. 2,5МГ+500МГ №30 | МЕРК САНТЭ С.А.С. | МЕРК САНТЭ С.А.С.",drug,,0.95,"Товар является лекарственным препаратом (drug) с полным набором применимых атрибутов. На основе текста определены МНН (комбинация метформина и глибенкламида), бренд, рецептурный статус, показание, путь введения, лекарственная форма, дозировка, возрастной сегмент и упаковка.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,"таблетки, покрытые пленочной оболочкой",взрослые,Метформин+Глибенкламид,,Глюкованс,,rx,,Сахарный диабет 2 типа,,перорально,,таблетки,,"2,5 мг + 500 мг",,взрослые,,30 таблеток,,комбинированный препарат,
20993,445,ГЛУТАМОЛ КРЕМ С ЦИНКОМ ТУБА 50Г | ИНФАРМА 2000 ООО | ИНФАРМА 2000 ООО,other,,0.6,"Товар относится к категории 'other', для которой по профилю атрибутов применимы только brand, age_segment и package_hint. Бренд не удалось определить, возрастной сегмент не указан, поэтому заполнен только package_hint.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,,,,,,,не применимо,,не применимо,,,,не применимо,,туба 50г,,,
21010,445,ГЛИЦИН ФОРТЕ ТАБЛ. ЗАЩЕЧН. И П/ЯЗЫЧН. 250МГ №20 ОЗОН | ОЗОН ООО | ОЗОН ООО,drug,,0.9,"Товар является лекарственным средством (drug) с полным набором применимых атрибутов. На основе названия определены МНН (глицин), форма выпуска, дозировка и способ применения. Возрастной сегмент и комбинированный состав не указаны.",True,,pending_fallback,direction_select,,semantic_primary,success,Защечно и подъязычно,Таблетки защечные и подъязычные,,Глицин,,Глицин Форте,,Без рецепта,,Нервная система,,,,таблетки,,250 мг,,,,20 таблеток,,,
21018,446,ГЛИЦИН ТАБЛ. П/ЯЗЫЧН. 100МГ №50 ОЗОН ФАРМ | ОЗОН ФАРМ ООО | ОЗОН ФАРМ ООО,drug,,0.9,"Товар является лекарственным средством (drug) с активным веществом глицин, применяемым при бессоннице. Атрибуты извлечены из текста: форма выпуска, дозировка, упаковка и возрастной сегмент. Комбинированный препарат не указан, поэтому combination_hint отсутствует.",True,,pending_fallback,direction_select,,semantic_primary,success,сублингвально,таблетки,взрослые,Глицин,,ОЗОН ФАРМ,,otc,,Бессонница,,сублингвально,,таблетки,,100 мг,,взрослые,,50 таблеток,,,
21019,446,ГЛИЦИН ТАБЛ. П/ЯЗЫЧН. 100МГ №50 ОЗОН | ОЗОН ООО | ОЗОН ООО,drug,,0.9,"Товар является лекарственным средством (drug) с активным веществом глицин. На основе текста определены основные фармацевтические атрибуты: МНН, форма выпуска, дозировка и путь введения.",True,,pending_fallback,direction_select,,semantic_primary,success,Сублингвально,Таблетки подъязычные,Взрослые и дети,Глицин,,ОЗОН,,Без рецепта,,"Нарушения сна, стресс, снижение умственной работоспособности",,сублингвально,,таблетки,,100 мг,,универсальный,,№50,,,
21033,446,ГЛИЦИН+МЕЛАТОНИН ЭВАЛАР ТАБЛ. П/ЯЗЫЧН. 100МГ+3МГ №60 | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО,vitamin_or_baa,,0.85,"Товар относится к БАД (product_kind=vitamin_or_baa), поэтому rx_otc не применим. На основе названия определены бренд, форма выпуска, дозировка и состав, остальные атрибуты указаны в соответствии с профилем.",True,,pending_fallback,direction_select,,semantic_primary,success,сублингвально,таблетки для рассасывания,взрослые,,,Эвалар,,,,нутрицевтики,,сублингвально,,таблетки,,100 мг + 3 мг,,взрослые,,60 таблеток,,комбинированный препарат (глицин + мелатонин),
21075,446,ГЛИЦЕРИН БИОЛАЙН СРЕДСТВО КОСМЕТИЧЕСКОЕ 100Г | БИОЛАЙН ООО | БИОЛАЙН ООО,cosmetic_hygiene,,0.9,"Товар относится к категории косметических средств (cosmetic_hygiene), поэтому фармацевтические атрибуты (МНН, рецептурность, нозология, форма выпуска, дозировка) неприменимы. Указаны бренд и объем упаковки.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,БИОЛАЙН,,,,,,не применимо,,не применимо,,,,не применимо,,100г,,,
21137,446,ГЛИБЕНКЛАМИД ТАБЛ. 5МГ №120 ОЗОН ФАРМ | ОЗОН ФАРМ ООО | ОЗОН ФАРМ ООО,drug,,0.95,"Товар является лекарственным препаратом (drug) с полным набором применимых атрибутов. На основе названия определены МНН, форма выпуска, дозировка и упаковка. Препарат относится к рецептурным.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,таблетки,взрослые,Глибенкламид,,Озон Фарм,,rx,,Сахарный диабет 2 типа,,перорально,,таблетки,,5 мг,,взрослые,,120 таблеток,,,
21387,446,ГЕПАВИЗИМ ФОСФОЛИПИДЫ+L-ОРИНИТИН+КУРКУМИН КАПС. ПО 495МГ №30 | ВТФ ООО | ВТФ ООО,drug,,0.7,"Товар является БАД, о чем свидетельствует состав (фосфолипиды, L-оринитин, куркумин) и форма выпуска. Атрибуты извлечены на основе текста, но MNN не указан, так как это комплексный продукт.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,капсулы,взрослые,,,Гепавизим,,БАД,,нутрицевтики,,перорально,,капсулы,,495 мг,,взрослые,,№30,,комбинированный,
21524,446,ГЕКСА-КОМПЛЕКС АЛТАЙВИТАМИНЫ ДРАЖЕ ПО 1Г №50 | АЛТАЙВИТАМИНЫ АО | АЛТАЙВИТАМИНЫ АО,vitamin_or_baa,,0.7,"Товар является витаминно-минеральным комплексом (БАД), поэтому rx_otc не применим. На основе названия и формы выпуска определены основные атрибуты, возрастной сегмент не указан.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,драже,,Комплекс,,Алтайвитамины,,,,комплексные профили,,перорально,,,,1 г,,универсальный,,50 драже,,витаминно-минеральный комплекс,
21565,446,ГАСТРОСОФТ КОМПЛЕКС С АЛЬГИНАТОМ НАТРИЯ ТАБЛ. ЖЕВАТ. №14 | ВНЕШТОРГ ФАРМА ООО | ВНЕШТОРГ ФАРМА ООО,other,,0.7,"Товар относится к категории other, поэтому большинство фармацевтических атрибутов неприменимы. Из названия извлечены бренд и количество таблеток в упаковке.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,ГАСТРОСОФТ,,,,,,не применимо,,не применимо,,,,не применимо,,№14,,,
21629,446,ГАМАМЕЛИС ДН СУПП. РЕКТ. ГОМЕОП. №6 | ДОКТОР Н ООО | ДОКТОР Н ООО,drug,,0.7,"Товар относится к гомеопатическим препаратам (product_kind=drug). Из названия извлечены форма выпуска (суппозитории ректальные), путь введения (ректально) и упаковка (№6). MNN, дозировка и другие атрибуты не указаны в названии.",True,,pending_fallback,direction_select,,semantic_primary,success,ректально,суппозитории ректальные,,,,ГАМАМЕЛИС ДН,,,,,,ректально,,,,,,,,№6,,,
21822,446,ВИШИ НОРМАДЕРМ СЫВОРОТКА ПРОБИО ПРОТИВ НЕСОВЕРШЕНСТВ 30МЛ | ЛОРЕАЛЬ АО | ЛОРЕАЛЬ АО,cosmetic_hygiene,,0.9,"Товар относится к категории косметических средств (косметика и гигиена), поэтому фармацевтические атрибуты, такие как МНН, рецептурность, нозология, путь введения, лекарственная форма и дозировка, неприменимы. Из доступных атрибутов определены бренд (Виши Нормадерм) и объем упаковки (30 мл).",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,Виши Нормадерм,,,,,,не применимо,,не применимо,,,,не применимо,,30 мл,,,
21826,447,ВИШИ НОРМАДЕРМ АНТИ-ЭЙДЖ КРЕМ-ГЕЛЬ ДЛЯ ПРОБЛЕМНОЙ КОЖИ С АНТИВОЗРАСТНЫМ ДЕЙСТВИЕМ 50МЛ | ЛОРЕАЛЬ ЗАО | ЛОРЕАЛЬ ЗАО,cosmetic_hygiene,,0.9,"Товар относится к категории косметических средств (косметика и гигиена), поэтому фармацевтические атрибуты, такие как МНН, рецептурность, нозология, путь введения, лекарственная форма и дозировка, не применимы. Указаны только бренд и объем упаковки.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,Виши,,,,,,не применимо,,не применимо,,,,не применимо,,50 мл,,,
21858,447,ВИШИ ЛИФТАКТИВ КОЛЛАГЕН СПЕЦИАЛИСТ КРЕМ ДНЕВНОЙ ДЛЯ ВСЕХ ТИПОВ КОЖИ БАНКА 50МЛ | ЛОРЕАЛЬ АО | ЛОРЕАЛЬ АО,cosmetic_hygiene,,0.9,"Товар относится к категории косметика и гигиена (cosmetic_hygiene), поэтому фармацевтические атрибуты (МНН, рецептурность, нозология, форма выпуска, дозировка) неприменимы. Из доступных атрибутов определены бренд и упаковка.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,Виши,,,,,,не применимо,,не применимо,,,,не применимо,,банка 50 мл,,,
21980,447,ВИТРИДИНОЛ ТАБЛ. П/ПЛЕН/ОБ. 120МГ №56 | ВЕЛФАРМ ООО | ВЕЛФАРМ ООО,other,,0.7,"Товар относится к категории 'other', поэтому большинство фармацевтических атрибутов неприменимы. Из названия извлечены бренд и количество таблеток в упаковке.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,ВИТРИДИНОЛ,,,,,,не применимо,,не применимо,,,,не применимо,,56 таблеток,,,
22124,447,ВИТАМИНЫ ГРУППЫ В КАПС. ПО 300МГ №30 ГРИН САЙД | ГРИН САЙД ООО | ГРИН САЙД ООО,vitamin_or_baa,,0.85,"Товар относится к категории витаминов и БАД (vitamin_or_baa). Название указывает на комплекс витаминов группы B в капсулах по 300 мг, упаковка №30. Rx_otc не применим для данной категории.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,капсулы,,Комплекс витаминов группы B,,Грин Сайд,,,,Комплексные профили,,перорально,,капсулы,,300 мг,,универсальный,,30 капсул,,,
22135,447,ВИТАМИН С ТАБЛ. ШИПУЧ. 250МГ №20 | ХЕМОФАРМ А.Д. | ХЕМОФАРМ А.Д.,vitamin_or_baa,,0.9,"Товар относится к категории витаминов (витамин C). Атрибуты rx_otc не применимы для данной категории, поэтому указаны как null. Остальные поля заполнены на основе информации из названия.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,таблетки шипучие,,Аскорбиновая кислота,,Хемофарм,,,,Витамин C (аскорбиновая кислота),,перорально,,таблетки,,250 мг,,универсальный,,20 таблеток,,,
22178,447,ВИТАМИННО-МИНЕРАЛЬНЫЙ КОМПЛЕКС ОТ А ДО ZN ДЛЯ ДЕТЕЙ 7-14ЛЕТ ТАБЛ. №30 A-LAB | ВНЕШТОРГ ФАРМА ООО | ВНЕШТОРГ ФАРМА ООО,vitamin_or_baa,,0.85,"Товар является витаминно-минеральным комплексом для детей 7-14 лет в форме таблеток. Поскольку это комплекс, MNN указан как 'Комплекс', а нозология соответствует комплексным профилям. Дозировка не указана, поэтому поле dosage оставлено пустым.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,таблетки,дети 7-14 лет,Комплекс,,,,,,комплексные профили,,перорально,,таблетки,,,,дети,,30 таблеток,,витаминно-минеральный комплекс,
22187,447,ВИТАМИН КОМПЛЕКС ОТ А ДО ZN ДЛЯ ДЕТЕЙ 7-14 ЛЕТ ТАБЛ. №30 | ВТФ ООО | ВТФ ООО,vitamin_or_baa,,0.8,"Товар является витаминно-минеральным комплексом для детей, поэтому mnn указан как 'Комплекс', а nosology соответствует комплексным профилям. Форма выпуска и возрастной сегмент определены из названия, дозировка не указана.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,таблетки,дети 7-14 лет,Комплекс,,,,,,комплексные профили,,перорально,,таблетки,,,,дети,,30 таблеток,,витаминно-минеральный комплекс,
22195,447,ВИТАМИН Е РЕНЕВАЛ 100МГ КАПС. ПО 330МГ №60 | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,vitamin_or_baa,,0.9,"Товар относится к категории витаминов и БАД (vitamin_or_baa). На основе названия определены МНН (токоферола ацетат), бренд, лекарственная форма, дозировка и количество в упаковке. Поле rx_otc не применимо для данной категории.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,капсулы,,Токоферола ацетат,,Реневал,,,,Витамин E (токоферола ацетат),,перорально,,капсулы,,100 мг,,универсальный,,60 капсул,,,
22205,447,ВИТАМИН Е КАПС. 200МГ №30 МИНСКИНТЕРКАПС | МИНСКИНТЕРКАПС УП | МИНСКИНТЕРКАПС УП,vitamin_or_baa,,0.9,"Товар относится к категории витаминов (витамин E). На основе названия определены МНН, форма выпуска, дозировка и производитель. Поля rx_otc и combination_hint не применимы для данной категории.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,капсулы,,Токоферола ацетат,,Минскинтеркапс,,,,Витамин E (токоферола ацетат),,перорально,,капсулы,,200 мг,,универсальный,,30 капсул,,,
22206,447,ВИТАМИН Е КАПС. 100МЕ ПО 300МГ №20 РЕАЛКАПС | РЕАЛКАПС АО | РЕАЛКАПС АО,vitamin_or_baa,,0.9,"Товар относится к категории витаминов и БАД. На основе названия определены МНН, бренд, форма выпуска, дозировка и упаковка. Поле rx_otc не применимо для данной категории.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,капсулы,,Токоферола ацетат,,Реалкапс,,,,Витамин E (токоферола ацетат),,перорально,,капсулы,,100 МЕ,,универсальный,,20 капсул,,,
22248,449,"ВИТАМИН В5 (ПАНТОТЕНОВАЯ КИСЛОТА) КАПС. ПО 0,39Г №90 ЛЕТОФАРМ | ЛЕТОФАРМ ООО | ЛЕТОФАРМ ООО",vitamin_or_baa,,0.9,"Товар является витамином (БАД), поэтому rx_otc не применим. На основе названия и формы выпуска определены основные атрибуты: действующее вещество, дозировка, форма и упаковка.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,капсулы,взрослые,Пантотеновая кислота,,Летофарм,,,,Комплексные профили,,перорально,,капсулы,,"0,39 г",,взрослые,,90 капсул,,,
22276,449,ВИТАМИН D3 2000МЕ ТАБЛ. БАНКА №50 МИРРОЛЛА | МИРРОЛЛА ООО | МИРРОЛЛА ООО,vitamin_or_baa,,0.9,"Товар относится к категории витаминов и БАД, поэтому rx_otc не применим. На основе названия определены основные атрибуты: действующее вещество (холекальциферол), форма выпуска, дозировка и возрастной сегмент.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,таблетки,взрослые,Холекальциферол,,Мирролла,,,,Моно-витамин D3,,перорально,,таблетки,,2000 МЕ,,взрослые,,банка №50,,,
22311,449,ВИСЦИД ОПОЛАСКИВАТЕЛЬ ДЛЯ ПОЛОСТИ РТА 250МЛ | ЛАБОРАТОРИЯ ЭМАНСИ ЗАО | ЛАБОРАТОРИЯ ЭМАНСИ ЗАО,cosmetic_hygiene,,0.8,"Товар относится к категории косметика и гигиена (ополаскиватель для полости рта). Согласно профилю атрибутов, заполнены только бренд и упаковка, остальные фармацевтические поля не применимы.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,ВИСЦИД,,,,,,не применимо,,не применимо,,,,не применимо,,250 мл,,,
22406,449,ВИЛДАГЛИПТИН-ВЕРТЕКС ТАБЛ. 50МГ №56 | ВЕРТЕКС АО | ВЕРТЕКС АО,drug,,0.9,"Товар относится к категории drug (лекарственный препарат). На основе названия и подсказок определены основные фармацевтические атрибуты: действующее вещество, форма выпуска, дозировка и показание.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,таблетки,взрослые,Вилдаглиптин,,Вилдаглиптин-Вертекс,,rx,,Сахарный диабет 2 типа,,перорально,,таблетки,,50 мг,,взрослые,,№56,,,
22468,449,"ВИДОРА МИКРО ТАБЛ. П/ПЛЕН/ОБ. 3МГ+0,02МГ №21+7 | ЛАБОРАТОРИОС ЛЕОН ФАРМА С.А. | ЛАБОРАТОРИОС ЛЕОН ФАРМА С.А.",drug,,0.9,"Товар относится к категории drug (гормональные препараты). На основе текста определены МНН (дроспиренон + этинилэстрадиол), форма выпуска, дозировка и показание (контрацепция).",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,"таблетки, покрытые пленочной оболочкой",взрослые,Дроспиренон + Этинилэстрадиол,,Видора Микро,,rx,,Контрацепция,,перорально,,таблетки,,"3 мг + 0,02 мг",,взрослые,,21+7,,комбинированный препарат,
22548,449,ВЕЧЕРНЕЕ ВАЛЕРИАНА+МЯТА+МЕЛИССА ДРАЖЕ №50 ПАРАФАРМ | ПАРАФАРМ ООО | ПАРАФАРМ ООО,drug,,0.8,"Товар относится к категории drug (лекарственное средство). На основе названия определены растительные компоненты (валериана, мята, мелисса), что указывает на седативное действие и комбинированный состав. Дозировка не указана в названии.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,драже,взрослый,,,Вечернее,,otc,,Бессонница,,перорально,,,,,,взрослые,,№50,,комбинированный,
23039,449,В 60 КАК В 30 БАЛЬЗАМ ДЛЯ ТЕЛА ЗОЛОТОЙ УС С МУРАВЬИНЫМ СПИРТОМ 125МЛ | КОРОЛЕВ ФАРМ ООО | КОРОЛЕВ ФАРМ ООО,cosmetic_hygiene,,0.7,"Товар относится к категории косметических средств (бальзам для тела), поэтому фармацевтические атрибуты (МНН, рецептурность, форма выпуска и т.д.) не применимы. Указаны только бренд и объем упаковки.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,Золотой ус,,,,,,не применимо,,не применимо,,,,не применимо,,125 мл,,,
23070,449,"БЭБИ ФОРМУЛА МИШКИ ЖЕЛЕЗО ПАСТИЛКИ ЖЕВ. ПО 2,5Г №60 | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО",vitamin_or_baa,,0.85,"Товар относится к БАД (витаминно-минеральный комплекс), поэтому rx_otc не применим. На основе названия и формы выпуска определены основные атрибуты: действующее вещество железо, форма пастилки жевательные, дозировка 2,5 г, возрастная группа дети.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,пастилки жевательные,дети,Железо,,Бэби Формула Мишки,,,,нутрицевтики,,перорально,,таблетки жевательные,,"2,5 г",,дети,,60 пастилок,,,
23087,449,БЬЮТИРИН АСЕПТОЛ ПРО ГЕЛЬ ДЛЯ РУК С АНТИБАКТЕРИАЛЬНЫМ ЭФФЕКТОМ ФЛ. 80МЛ | БЬЮТИРИН ООО | БЬЮТИРИН ООО,cosmetic_hygiene,,0.9,"Товар относится к категории косметика и гигиена (cosmetic_hygiene). Согласно профилю атрибутов, заполняются только brand, age_segment и package_hint; остальные фармацевтические поля не применимы.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,БЬЮТИРИН,,,,,,не применимо,,не применимо,,,,не применимо,,фл. 80мл,,,
23214,449,БРОМГЕКСИН ТАБЛ. 8МГ №20 ФАРМСТАНДАРТ | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,drug,,0.95,"Товар является лекарственным средством (drug) с полным набором применимых атрибутов. На основе названия определены МНН, форма выпуска, дозировка и упаковка. Препарат отпускается по рецепту.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,таблетки,взрослые,Бромгексин,,Бромгексин,,rx,,Кашель с вязкой мокротой,,перорально,,таблетки,,8 мг,,взрослые,,20 таблеток,,,
23323,450,БОТАВИКОС КРЕМ УВЛАЖНЯЮЩИЙ ДЛЯ СУХОЙ И ОБЕЗВОЖЕННОЙ КОЖИ 50МЛ | БОТАНИКА ООО | БОТАНИКА ООО,cosmetic_hygiene,,0.9,"Товар относится к категории косметика/гигиена (cosmetic_hygiene). Согласно профилю атрибутов, заполнены только бренд и упаковка, остальные фармацевтические поля неприменимы.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,БОТАВИКОС,,,,,,не применимо,,не применимо,,,,не применимо,,50мл,,,
23385,450,БОРНАЯ КИСЛОТА СРЕДСТВО ЧИСТЯЩЕЕ ПО УХОДУ ЗА ОПТИКОЙ ПОР.10Г | МЕЛИГЕН ФП | МЕЛИГЕН ФП,other,,0.7,"Товар относится к категории 'other' (чистящее средство для оптики). Согласно профилю атрибутов, применимы только бренд и упаковка, остальные фармацевтические поля не заполняются.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,МЕЛИГЕН ФП,,,,,,не применимо,,не применимо,,,,не применимо,,10 г,,,
23633,450,БИСОПРОЛОЛ-АЛСИ ТАБЛ. 5МГ №60 | АЛСИ ФАРМА АО | АЛСИ ФАРМА АО,drug,,0.95,"Товар является лекарственным препаратом (drug), поэтому все фармацевтические атрибуты применимы. На основе названия определены МНН, бренд, форма, дозировка и упаковка. Препарат отпускается по рецепту.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,таблетки,взрослые,Бисопролол,,Бисопролол-АЛСИ,,rx,,Гипертония и ИБС,,перорально,,таблетки,,5 мг,,взрослые,,№60,,,
